#,number,registered,added,voted,Turnout Rate,GD Rate,valid,invalid,The Party of Georgian Unity and Development,Coalition for Changes Gvaramia Melia Girchi Droa,Unity-National Movement,European Democrats,Alliance of Patriots of Georgia,"Strong Georgia - Lelo, For People, For Liberty!",Georgian Labour Party,Our United Georgia,Change Georgia,Sakartvelo,Free Georgia,Tribune,Chven,Gakharia for Georgia,Left-Wing Alliance,Unity of Georgian,Girchi,Georgian Dream,dirty
2522,00.62.18,195,10,151,0.736585366,0.604878049,150,1,0,6,11,0,0,6,0,0,0,0,0,0,0,3,0,0,0,124,
208,00.03.46,1286,14,957,0.736153846,0.280769231,950,7,2,173,76,3,14,151,8,1,2,0,1,0,1,101,0,2,50,365,
1770,00.41.24,210,6,159,0.736111111,0.694444444,156,3,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,150,
1737,00.40.53,118,7,92,0.736,0.552,92,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,
1649,00.38.04,866,5,641,0.735935706,0.50401837,634,7,0,39,72,4,14,32,1,0,2,1,1,1,0,22,0,1,5,439,
747,00.13.20,610,3,451,0.735725938,0.464926591,444,7,0,19,45,3,16,48,1,0,4,0,0,0,0,14,0,3,6,285,
1096,00.22.63,152,22,128,0.735632184,0.672413793,126,2,0,1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,2,117,
1918,00.47.14,78,9,64,0.735632184,0.528735632,63,1,0,1,9,0,0,6,0,0,0,0,0,0,0,1,0,0,0,46,
2879,00.80.06,410,2,303,0.735436893,0.432038835,293,10,0,4,72,0,3,15,0,0,0,0,0,1,0,16,2,0,2,178,
1267,00.26.13,200,4,150,0.735294118,0.495098039,147,3,0,4,20,0,5,4,0,0,1,0,2,0,0,9,0,0,1,101,
2509,00.62.05,551,6,409,0.734290844,0.47935368,406,3,2,31,30,4,14,27,0,0,1,0,0,0,0,22,0,3,5,267,
89,00.01.31,1437,5,1058,0.73370319,0.410540915,1043,15,0,111,62,2,31,80,8,0,3,2,3,0,1,131,0,1,16,592,
1844,00.45.04,208,2,154,0.733333333,0.533333333,152,2,0,9,8,0,2,15,2,0,1,0,0,0,0,2,0,0,1,112,
1851,00.45.11,280,5,209,0.733333333,0.501754386,206,3,1,13,12,3,4,20,1,0,0,0,1,0,0,8,0,0,0,143,
1513,00.32.88,426,5,316,0.733178654,0.403712297,305,11,1,37,38,2,5,15,6,1,1,0,0,0,2,12,0,2,9,174,
3066,00.84.18,753,4,555,0.733157199,0.557463672,543,12,0,12,48,1,4,17,1,1,2,2,0,1,2,22,0,2,6,422,
2962,00.82.03,323,3,239,0.733128834,0.294478528,221,18,0,18,70,1,4,6,0,0,0,0,1,0,2,19,0,0,4,96,
1820,00.44.16,95,6,74,0.732673267,0.485148515,74,0,0,7,7,0,3,7,0,0,0,0,0,0,0,1,0,0,0,49,
2972,00.82.13,155,2,115,0.732484076,0.433121019,112,3,0,4,22,0,2,7,0,0,1,0,0,0,0,8,0,0,0,68,
2049,00.50.38,1161,8,856,0.732249786,0.595380667,846,10,0,23,22,0,12,34,3,1,3,0,0,1,0,25,0,2,24,696,
668,00.11.25,473,8,352,0.731808732,0.503118503,350,2,0,22,28,1,14,20,1,0,0,0,0,1,0,19,1,0,1,242,
3046,00.83.39,328,22,256,0.731428571,0.511428571,254,2,0,18,23,0,0,18,0,1,0,0,0,0,0,12,0,0,3,179,
980,00.20.61,0,335,245,0.731343284,0.549253731,238,7,1,12,11,0,3,11,0,1,0,0,0,0,0,9,0,0,6,184,
1789,00.43.08,180,6,136,0.731182796,0.419354839,132,4,0,15,9,0,4,19,0,0,0,0,0,0,0,4,0,1,2,78,
1965,00.48.21,301,4,223,0.731147541,0.475409836,217,6,1,6,30,0,4,14,2,0,1,0,0,0,0,9,0,2,3,145,
1298,00.27.04,1142,11,843,0.731136167,0.386816999,829,14,0,78,59,2,22,80,9,3,5,0,1,0,2,80,0,2,40,446,
2880,00.80.07,630,2,462,0.731012658,0.436708861,441,21,1,25,65,2,2,35,1,0,1,0,0,1,0,28,2,0,2,276,
1451,00.32.26,764,9,565,0.730918499,0.433376455,559,6,1,44,34,2,19,46,2,0,1,2,2,0,2,56,2,3,8,335,
2013,00.50.02,97,7,76,0.730769231,0.653846154,75,1,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,68,
3032,00.83.25,1195,11,881,0.730514096,0.384742952,838,43,1,33,170,7,10,42,0,1,3,2,4,1,13,66,1,0,20,464,
1717,00.40.33,484,2,355,0.730452675,0.666666667,351,4,0,13,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,324,
2021,00.50.10,1840,0,1344,0.730434783,0.617391304,1318,26,3,24,24,0,17,33,1,0,4,3,3,1,1,48,0,1,19,1136,
3097,00.84.49,354,5,262,0.729805014,0.618384401,257,5,1,10,8,0,0,5,0,0,0,0,0,0,3,6,0,0,2,222,
1870,00.45.30,236,8,178,0.729508197,0.446721311,177,1,0,16,13,1,1,25,0,0,1,1,0,0,0,6,0,0,4,109,
193,00.03.31,1438,10,1056,0.729281768,0.282458564,1046,10,2,135,64,2,42,184,8,2,4,4,1,3,0,129,0,2,55,409,
872,00.17.40,89,7,70,0.729166667,0.583333333,70,0,0,0,6,0,2,4,0,0,0,0,0,1,0,1,0,0,0,56,
115,00.02.23,1210,14,892,0.72875817,0.31372549,886,6,1,112,52,2,18,153,5,0,4,1,2,1,1,111,2,0,37,384,
2970,00.82.11,129,0,94,0.728682171,0.550387597,92,2,0,4,7,0,0,6,0,0,0,0,0,0,0,4,0,0,0,71,
1779,00.41.33,61,9,51,0.728571429,0.628571429,50,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,
102,00.02.10,1367,17,1008,0.728323699,0.294075145,1000,8,0,147,57,1,26,174,8,1,1,1,1,1,5,124,0,2,44,407,
78,00.01.20,1434,16,1056,0.728275862,0.279310345,1048,8,1,166,86,5,28,178,10,1,2,0,0,0,1,106,0,7,52,405,
2196,00.55.06,596,3,436,0.7278798,0.497495826,433,3,0,16,77,5,5,13,0,0,0,1,1,0,1,9,0,1,6,298,
2983,00.82.24,184,7,139,0.727748691,0.581151832,138,1,0,8,10,0,0,6,0,0,0,0,0,0,0,3,0,0,0,111,
109,00.02.17,1251,15,921,0.727488152,0.291469194,918,3,0,144,68,1,25,154,9,1,0,2,5,2,5,94,0,0,39,369,
94,00.02.02,1438,15,1057,0.727460427,0.282863042,1048,9,0,130,76,4,15,200,9,1,1,3,2,1,4,137,0,0,54,411,
748,00.13.21,488,7,360,0.727272727,0.529292929,357,3,0,13,30,2,9,28,0,0,1,0,1,2,0,9,0,0,0,262,
98,00.02.06,1345,15,989,0.727205882,0.280882353,981,8,0,159,59,0,14,197,1,0,0,0,3,2,0,116,0,3,45,382,
219,00.03.57,1493,16,1097,0.726971504,0.284294235,1088,9,2,169,83,3,22,183,5,0,3,1,3,0,1,122,0,2,60,429,
2517,00.62.13,283,6,210,0.726643599,0.470588235,210,0,0,11,21,0,8,18,2,0,2,0,1,0,0,10,0,0,1,136,
744,00.13.17,780,10,574,0.726582278,0.517721519,573,1,0,34,27,0,12,56,1,0,1,0,0,0,0,24,0,0,9,409,
2521,00.62.17,228,6,170,0.726495726,0.576923077,170,0,0,11,8,1,3,9,0,0,0,0,0,0,0,3,0,0,0,135,
125,00.02.33,1409,23,1040,0.726256983,0.244413408,1032,8,0,208,80,0,16,167,13,1,6,0,0,0,1,126,1,1,62,350,
991,00.21.11,199,9,151,0.725961538,0.490384615,151,0,0,11,13,0,2,10,0,2,0,0,0,0,0,9,0,1,1,102,
1791,00.43.10,198,6,148,0.725490196,0.460784314,148,0,1,14,7,2,4,19,0,0,0,0,1,0,0,3,0,0,3,94,
2139,00.53.07,306,7,227,0.725239617,0.460063898,217,10,0,18,21,1,1,22,0,0,0,0,0,0,0,8,1,0,1,144,
1768,00.41.22,349,4,256,0.725212465,0.66572238,245,11,0,0,5,0,0,2,0,0,1,0,0,0,0,2,0,0,0,235,
103,00.02.11,1325,17,973,0.725037258,0.26900149,967,6,0,162,76,3,21,160,7,0,2,3,3,1,0,105,4,7,52,361,
1550,00.33.30,926,5,675,0.725026853,0.4650913,662,13,2,41,59,2,22,61,2,1,3,1,0,0,0,19,0,2,14,433,
1378,00.28.44,215,3,158,0.724770642,0.394495413,158,0,0,16,6,0,11,20,2,0,1,0,1,0,0,12,0,1,2,86,
1762,00.41.16,214,4,158,0.724770642,0.389908257,152,6,1,5,23,2,0,3,0,0,0,0,0,1,26,6,0,0,0,85,
1998,00.49.17,569,1,413,0.724561404,0.464912281,407,6,3,30,39,3,11,34,1,0,3,0,0,1,0,9,0,2,6,265,
1827,00.44.23,182,3,134,0.724324324,0.481081081,133,1,2,14,6,5,8,1,0,0,0,2,0,1,0,4,0,0,1,89,
1103,00.22.71,1145,12,838,0.724286949,0.605012965,809,29,0,2,79,2,1,21,0,0,0,0,1,0,0,1,0,0,2,700,
1118,00.23.05,314,5,231,0.724137931,0.473354232,225,6,1,7,42,1,5,6,0,0,1,1,0,0,1,4,0,2,3,151,
1955,00.48.11,1027,6,748,0.72410455,0.498547919,740,8,3,30,70,0,21,56,3,0,6,0,1,0,0,20,0,2,13,515,
2512,00.62.08,101,4,76,0.723809524,0.533333333,75,1,0,4,6,0,0,6,0,0,0,0,0,0,0,1,0,0,2,56,
108,00.02.16,1235,14,904,0.723779023,0.295436349,894,10,2,130,76,4,14,158,6,0,2,0,0,2,0,83,0,0,48,369,
1668,00.39.07,301,3,220,0.723684211,0.5,217,3,0,9,17,0,7,16,0,0,0,0,1,1,0,11,0,2,1,152,
2990,00.82.31,300,4,220,0.723684211,0.417763158,217,3,1,27,21,0,1,13,1,2,2,0,3,0,2,17,0,0,0,127,
159,00.02.67,2468,14,1796,0.723609992,0.247381144,1786,10,2,325,115,4,64,266,14,1,16,2,1,0,2,229,1,4,126,614,
49,00.87.55,0,123,89,0.723577236,0.032520325,87,2,0,31,10,1,1,26,3,0,0,1,0,0,0,3,0,0,7,4,
3048,00.83.41,509,1,369,0.723529412,0.405882353,344,25,0,29,47,0,13,20,2,1,1,0,0,0,0,18,0,0,6,207,
201,00.03.39,1343,16,982,0.72259014,0.282560706,973,9,2,151,68,3,33,143,11,2,0,1,1,1,1,118,1,2,51,384,
1284,00.26.30,332,3,242,0.72238806,0.573134328,237,5,0,8,14,1,0,8,0,0,0,0,0,0,0,13,0,0,1,192,
1799,00.43.18,118,8,91,0.722222222,0.5,89,2,0,2,4,1,5,10,0,0,1,0,1,0,0,0,0,1,1,63,
1874,00.45.34,280,8,208,0.722222222,0.434027778,207,1,0,22,17,1,5,23,1,0,1,1,0,0,0,6,0,0,5,125,
1878,00.45.38,84,6,65,0.722222222,0.5,64,1,0,3,5,0,0,10,0,0,0,0,0,0,0,1,0,0,0,45,
1986,00.49.05,1001,2,724,0.721834497,0.3888335,707,17,3,66,108,10,11,65,2,1,2,0,1,1,2,30,1,1,13,390,
847,00.17.15,923,2,667,0.721081081,0.445405405,653,14,0,30,96,1,15,58,3,0,3,0,1,0,0,21,1,1,11,412,
2456,00.60.29,653,6,475,0.720789074,0.479514416,470,5,1,19,63,1,10,36,1,0,3,2,0,0,4,10,0,1,3,316,
2281,00.57.15,397,4,289,0.720698254,0.498753117,286,3,2,15,36,0,0,23,1,0,1,0,0,0,0,7,0,1,0,200,
2032,00.50.21,619,7,451,0.720447284,0.589456869,448,3,0,5,12,0,11,24,2,0,0,0,2,0,0,17,0,0,6,369,
775,00.15.03,699,2,505,0.720399429,0.435092725,493,12,0,44,80,4,7,26,0,0,1,0,0,0,1,17,0,0,8,305,
1715,00.40.31,1176,0,847,0.720238095,0.664115646,826,21,0,6,8,1,0,26,1,0,0,0,1,1,0,1,0,0,0,781,
796,00.15.24,473,13,350,0.720164609,0.390946502,346,4,2,36,37,0,3,38,0,0,4,0,1,1,1,27,0,1,5,190,
1915,00.47.11,193,7,144,0.72,0.695,144,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,139,
84,00.01.26,1353,18,987,0.719912473,0.258205689,978,9,0,152,63,1,31,188,7,0,5,0,2,2,2,116,1,1,53,354,
2211,00.55.21,427,5,311,0.719907407,0.395833333,306,5,0,25,65,2,8,16,2,0,1,0,0,1,1,8,0,0,6,171,
1214,00.24.49,322,10,239,0.719879518,0.539156627,232,7,0,5,19,0,2,16,0,0,0,0,0,0,0,8,0,0,3,179,
106,00.02.14,1681,11,1218,0.719858156,0.306737589,1211,7,1,169,97,3,16,196,4,2,4,0,2,3,4,131,0,0,60,519,
157,00.02.65,1291,11,937,0.719662058,0.294162826,927,10,2,137,65,0,16,114,3,0,13,1,1,1,2,119,0,1,69,383,
658,00.11.15,97,10,77,0.719626168,0.514018692,75,2,0,6,3,0,6,2,0,0,0,0,0,0,0,3,0,0,0,55,
1794,00.43.13,99,8,77,0.719626168,0.457943925,76,1,0,10,4,0,1,9,0,0,0,0,0,0,0,2,0,0,1,49,
1699,00.40.15,813,0,585,0.719557196,0.672816728,583,2,0,0,25,0,0,11,0,0,0,0,0,0,0,0,0,0,0,547,
99,00.02.07,1124,16,820,0.719298246,0.269298246,815,5,1,129,59,1,7,182,3,0,3,0,3,1,1,82,0,0,36,307,
2869,00.79.86,1538,8,1112,0.71927555,0.434023286,1073,39,1,60,144,8,3,81,1,0,3,0,4,1,1,88,0,2,5,671,
1815,00.44.11,242,7,179,0.718875502,0.449799197,178,1,1,29,14,0,2,13,0,0,1,0,0,0,0,4,0,1,1,112,
1313,00.27.19,492,2,355,0.718623482,0.417004049,375,-20,0,20,63,1,8,48,3,0,3,1,1,0,0,18,0,0,3,206,DIRTY
1923,00.47.19,63,8,51,0.718309859,0.647887324,51,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,46,
2018,00.50.07,463,2,334,0.71827957,0.67311828,332,2,0,2,2,0,1,8,0,0,0,0,1,1,0,2,0,0,2,313,
237,00.03.75,1547,17,1123,0.718030691,0.285805627,1113,10,0,187,55,3,35,155,6,0,5,1,5,3,2,147,0,3,59,447,
2586,00.64.29,586,2,422,0.717687075,0.431972789,422,0,0,33,60,0,3,15,1,0,1,0,0,0,0,46,0,5,4,254,
661,00.11.18,758,7,549,0.717647059,0.482352941,541,8,2,17,43,0,14,53,2,0,1,0,1,0,0,29,2,3,5,369,
3037,00.83.30,1875,2,1347,0.717634523,0.396377198,1276,71,5,47,260,8,19,50,5,4,2,3,5,1,1,90,0,1,31,744,
2604,00.65.11,690,4,498,0.717579251,0.301152738,487,11,1,93,80,5,8,11,0,0,1,0,1,1,0,63,0,3,11,209,
718,00.12.35,742,5,536,0.717536814,0.396251673,524,12,2,120,27,1,8,35,4,1,3,1,1,0,0,16,0,0,9,296,
207,00.03.45,1414,16,1026,0.717482517,0.276223776,1020,6,1,153,56,0,30,165,5,2,10,1,1,1,1,132,2,4,61,395,
2027,00.50.16,668,4,482,0.717261905,0.59375,478,4,1,10,16,1,5,16,1,0,1,2,2,0,0,20,0,1,3,399,
2051,00.50.40,194,4,142,0.717171717,0.621212121,142,0,0,2,4,0,1,6,3,0,0,0,0,0,0,0,0,0,3,123,
2917,00.81.15,1536,5,1105,0.71706684,0.365347177,1062,43,4,18,382,4,18,23,2,1,2,2,2,0,3,32,0,1,5,563,
1822,00.44.18,49,4,38,0.716981132,0.490566038,38,0,0,5,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,26,
1995,00.49.14,699,4,504,0.716927454,0.408250356,497,7,1,41,72,0,8,53,4,1,2,0,2,0,1,22,0,0,3,287,
174,00.03.12,1282,14,929,0.716820988,0.300925926,916,13,0,113,77,1,17,129,8,0,1,1,2,0,0,119,0,2,56,390,
140,00.02.48,1498,13,1083,0.716743878,0.282594308,1076,7,1,155,65,0,31,185,11,1,8,0,3,0,5,111,0,2,71,427,
2605,00.65.12,700,2,503,0.716524217,0.334757835,500,3,1,87,102,3,4,26,2,0,1,0,0,0,0,23,2,0,14,235,
1497,00.32.72,568,7,412,0.716521739,0.452173913,404,8,0,51,30,1,9,33,0,0,3,0,1,0,0,14,0,0,2,260,
53,00.87.59,0,67,48,0.71641791,0.089552239,46,2,0,15,1,0,0,10,0,0,0,0,1,1,0,7,0,0,5,6,
1889,00.46.08,130,11,101,0.716312057,0.624113475,100,1,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,2,88,
1530,00.33.10,1022,6,736,0.715953307,0.483463035,726,10,1,40,63,2,16,51,4,1,6,3,2,1,2,34,0,0,3,497,
96,00.02.04,1574,17,1139,0.715901948,0.270898806,1129,10,1,179,60,1,19,226,7,2,3,0,0,0,2,139,0,0,59,431,
128,00.02.36,1319,15,955,0.715892054,0.285607196,946,9,1,135,59,1,27,167,7,0,11,1,4,1,0,88,0,5,58,381,
1951,00.48.07,275,3,199,0.715827338,0.377697842,192,7,0,18,34,1,4,18,0,0,2,0,1,0,0,5,0,0,4,105,
1860,00.45.20,402,6,292,0.715686275,0.321078431,284,8,2,57,22,4,5,29,2,0,3,0,1,1,0,18,0,1,8,131,
2749,00.69.05,525,6,380,0.715630885,0.427495292,375,5,1,18,85,3,3,13,0,0,0,0,1,0,0,18,2,1,3,227,
176,00.03.14,1279,15,926,0.71561051,0.29984544,922,4,1,121,68,2,16,154,11,0,3,0,1,2,0,111,0,3,41,388,
1733,00.40.49,110,6,83,0.715517241,0.551724138,82,1,0,6,6,1,0,2,0,0,0,0,0,0,1,2,0,0,0,64,
1177,00.24.12,711,6,513,0.715481172,0.486750349,514,-1,1,20,40,0,16,57,6,0,2,1,0,1,0,15,0,1,5,349,DIRTY
1630,00.37.13,475,3,342,0.715481172,0.435146444,335,7,1,28,27,3,13,25,0,0,1,0,0,1,1,20,1,2,4,208,
2519,00.62.15,916,1,656,0.715376227,0.426390403,651,5,0,34,123,2,1,29,1,1,0,0,0,4,48,14,0,1,2,391,
27,00.87.33,0,358,256,0.715083799,0.058659218,253,3,0,96,37,1,4,36,3,1,2,0,0,0,0,30,0,1,21,21,
2056,00.50.45,417,4,301,0.714964371,0.634204276,296,5,0,4,1,0,6,14,0,0,1,0,0,1,0,1,0,0,1,267,
2044,00.50.33,421,7,306,0.714953271,0.58411215,303,3,0,14,6,0,5,7,0,0,1,0,1,0,0,12,0,0,7,250,
2622,00.65.29,700,5,504,0.714893617,0.331914894,495,9,2,57,141,4,10,8,0,0,1,1,1,0,2,26,0,0,8,234,
2518,00.62.14,248,1,178,0.714859438,0.429718876,178,0,0,9,28,0,7,15,1,0,1,1,0,0,0,3,2,1,3,107,
712,00.12.29,969,5,696,0.714579055,0.545174538,691,5,1,25,47,1,10,41,6,0,2,0,0,0,0,12,0,0,15,531,
719,00.12.36,1031,2,738,0.714424008,0.509196515,733,5,2,58,58,3,13,36,3,0,1,1,0,1,0,25,0,0,6,526,
14,00.87.17,0,147,105,0.714285714,0.020408163,104,1,0,45,5,1,1,28,0,0,0,0,0,0,0,9,0,0,12,3,
1972,00.48.28,619,0,442,0.714054927,0.518578352,428,14,0,5,20,0,12,23,3,0,1,0,0,0,0,18,0,24,1,321,
2915,00.81.13,328,4,237,0.713855422,0.388554217,219,18,1,11,58,3,4,5,1,0,1,0,1,2,2,1,0,0,0,129,
2640,00.66.12,587,7,424,0.713804714,0.47979798,419,5,1,36,38,1,6,23,0,0,1,0,1,1,0,14,2,2,8,285,
2205,00.55.15,220,7,162,0.713656388,0.49339207,160,2,0,25,13,0,1,3,0,0,0,0,1,0,0,5,0,0,0,112,
223,00.03.61,1321,15,953,0.713323353,0.286676647,941,12,2,144,60,1,28,124,9,1,4,5,1,2,1,112,0,2,62,383,
129,00.02.37,1600,15,1152,0.713312693,0.26996904,1144,8,1,203,70,1,32,159,10,0,4,1,3,6,0,135,0,4,79,436,
3034,00.83.27,1442,9,1035,0.713301172,0.404548587,986,49,3,54,115,8,18,39,0,3,5,1,2,5,4,127,2,0,13,587,
1644,00.37.27,1178,4,843,0.71319797,0.662436548,835,8,2,9,21,1,2,14,1,0,0,0,1,0,0,1,0,0,0,783,
121,00.02.29,1025,14,741,0.713185756,0.39172281,734,7,1,90,38,4,40,61,2,7,7,2,2,1,1,49,0,0,22,407,
2527,00.62.23,687,6,494,0.712842713,0.538239538,485,9,1,24,16,0,7,35,2,0,2,1,0,0,0,17,0,0,7,373,
1173,00.24.08,657,8,474,0.712781955,0.49924812,471,3,1,21,55,0,9,20,4,0,2,1,0,0,0,22,0,0,4,332,
1661,00.38.16,1315,49,972,0.712609971,0.398093842,951,21,6,94,166,2,3,83,2,1,3,1,4,0,0,30,1,1,11,543,
41,00.87.47,0,379,270,0.712401055,0.160949868,267,3,0,88,7,1,0,55,3,0,0,0,0,0,2,29,0,1,20,61,
2479,00.61.06,810,0,577,0.712345679,0.496296296,572,5,1,50,21,1,5,37,3,1,0,0,0,0,0,38,1,1,11,402,
1590,00.35.35,133,13,104,0.712328767,0.410958904,104,0,0,5,17,0,3,10,0,0,1,0,0,0,0,6,0,0,2,60,
3041,00.83.34,1300,7,931,0.712318286,0.473603673,894,37,2,37,95,4,13,31,0,4,3,1,1,1,1,74,2,2,4,619,
1987,00.49.06,1350,5,965,0.712177122,0.421402214,946,19,4,85,89,9,37,81,3,0,6,1,1,0,2,36,0,2,19,571,
2888,00.80.15,739,0,526,0.711772666,0.473612991,495,31,1,5,59,3,5,28,1,1,2,0,1,0,0,34,0,1,4,350,
165,00.03.03,1503,13,1079,0.711741425,0.26055409,1073,6,0,180,92,5,36,152,11,0,6,1,2,1,2,122,1,0,67,395,DIRTY
3071,00.84.23,554,1,395,0.711711712,0.551351351,390,5,2,7,49,1,1,7,0,0,0,0,0,1,0,12,0,0,4,306,
2437,00.60.10,723,12,523,0.711564626,0.556462585,518,5,1,28,28,0,10,20,0,0,2,0,0,0,0,16,0,1,3,409,
203,00.03.41,1508,16,1084,0.711286089,0.255905512,1075,9,2,178,77,4,25,174,7,0,9,1,0,1,0,138,0,5,64,390,
2140,00.53.08,648,10,468,0.711246201,0.553191489,455,13,1,23,18,3,3,27,1,0,0,1,1,0,0,9,2,0,2,364,
2175,00.54.19,180,7,133,0.711229947,0.449197861,127,6,0,7,19,1,1,5,0,0,0,0,0,0,0,10,0,0,0,84,
80,00.01.22,1529,15,1098,0.711139896,0.261010363,1092,6,1,197,66,3,31,198,6,1,3,0,0,1,2,116,0,3,61,403,
211,00.03.49,1443,17,1038,0.710958904,0.286986301,1028,10,2,144,67,2,34,167,6,0,3,1,3,1,0,105,0,2,72,419,
2755,00.69.11,323,2,231,0.710769231,0.455384615,229,2,1,12,49,0,2,4,0,0,0,0,0,0,0,13,0,0,0,148,
2261,00.56.44,854,3,609,0.710618436,0.452742124,602,7,2,26,86,3,13,45,3,1,2,0,1,0,0,18,0,2,12,388,
858,00.17.26,941,5,672,0.710359408,0.361522199,668,4,1,45,149,4,33,35,3,3,9,2,1,1,1,28,1,1,9,342,
2975,00.82.16,614,0,436,0.71009772,0.288273616,417,19,1,104,66,3,4,31,0,1,3,0,0,0,3,15,0,1,8,177,
1800,00.43.19,124,7,93,0.709923664,0.41221374,93,0,0,8,9,0,3,12,1,0,0,0,0,0,0,4,0,0,2,54,
177,00.03.15,1487,12,1064,0.709806538,0.298865911,1062,2,1,144,62,3,26,163,9,0,3,0,1,1,2,135,0,2,62,448,
1301,00.27.07,1405,4,1000,0.709723208,0.476224273,980,20,0,42,51,3,41,64,7,0,1,1,0,0,0,90,1,1,7,671,
1667,00.39.06,92,1,66,0.709677419,0.516129032,66,0,0,4,5,0,0,6,0,0,0,0,1,0,0,2,0,0,0,48,
162,00.02.70,569,13,413,0.709621993,0.266323024,412,1,0,51,34,5,15,81,4,0,2,1,1,0,1,42,0,1,19,155,
1261,00.26.07,998,11,716,0.709613479,0.346878097,705,11,2,64,127,2,5,71,6,1,1,0,5,3,1,53,0,1,13,350,
210,00.03.48,1480,17,1062,0.709418838,0.295925184,1054,8,0,140,83,3,14,144,11,1,4,3,0,2,1,120,1,2,82,443,
2524,00.62.20,295,4,212,0.7090301,0.531772575,210,2,0,4,16,1,3,1,0,0,0,0,0,0,20,6,0,0,0,159,
1832,00.44.28,557,3,397,0.708928571,0.391071429,387,10,1,29,36,3,11,49,10,3,0,0,0,0,0,20,0,1,5,219,
1835,00.44.31,276,5,199,0.708185053,0.441281139,196,3,1,13,16,1,5,19,1,0,0,0,0,0,0,13,0,0,3,124,
473,00.08.28,1146,12,820,0.708117444,0.304835924,813,7,1,118,62,2,22,91,10,0,4,1,0,0,1,91,0,2,55,353,
2286,00.57.20,587,2,417,0.707979626,0.44991511,416,1,0,30,57,3,3,36,1,0,2,0,0,0,1,10,1,1,6,265,
3058,00.84.10,637,3,453,0.7078125,0.396875,428,25,2,9,133,0,1,2,0,0,0,0,0,0,3,15,0,2,7,254,
105,00.02.13,1577,13,1125,0.70754717,0.281761006,1115,10,1,168,87,3,28,168,3,1,4,3,1,4,0,130,0,5,61,448,
870,00.17.38,668,2,474,0.707462687,0.425373134,473,1,1,32,84,0,8,34,2,0,5,0,1,0,0,15,0,1,5,285,
2206,00.55.16,635,7,454,0.707165109,0.495327103,437,17,1,19,38,2,10,21,2,1,1,1,0,0,0,15,1,4,3,318,
918,00.19.19,775,0,548,0.707096774,0.490322581,536,12,1,30,22,2,19,34,6,1,3,1,0,0,0,26,0,1,10,380,
708,00.12.25,1525,4,1081,0.706998038,0.401569653,1053,28,3,72,104,8,51,107,12,1,9,3,2,0,0,49,1,0,17,614,
2541,00.63.04,523,6,374,0.706994329,0.459357278,364,10,0,21,38,2,7,23,2,1,1,1,0,0,0,22,0,2,1,243,
1328,00.27.34,572,8,410,0.706896552,0.382758621,404,6,0,49,17,3,16,44,4,1,0,0,1,0,0,27,1,0,19,222,
3077,00.84.29,205,3,147,0.706730769,0.519230769,147,0,0,11,22,0,1,1,0,0,1,0,0,0,0,3,0,0,0,108,
811,00.16.08,640,1,453,0.706708268,0.488299532,413,40,0,8,20,0,9,20,1,1,2,4,1,1,1,28,1,1,2,313,
2581,00.64.24,642,2,455,0.706521739,0.355590062,452,3,0,36,91,1,7,22,0,0,0,0,0,0,0,64,0,1,1,229,
722,00.12.39,625,5,445,0.706349206,0.403174603,439,6,0,40,37,7,6,54,1,2,5,1,3,0,0,22,0,1,6,254,
2138,00.53.06,751,1,531,0.706117021,0.501329787,525,6,4,15,55,3,3,43,0,0,3,0,0,0,0,15,0,3,4,377,
2734,00.68.12,750,5,533,0.705960265,0.331125828,521,12,1,25,72,3,4,61,2,1,0,0,0,0,0,90,1,2,9,250,
1533,00.33.13,850,7,605,0.705950992,0.427071179,588,17,2,40,72,5,22,30,4,0,3,1,0,1,0,38,0,1,3,366,
2624,00.65.31,662,4,470,0.705705706,0.391891892,466,4,0,109,32,0,8,7,1,0,1,0,1,0,1,43,0,0,2,261,
2282,00.57.16,242,6,175,0.705645161,0.415322581,175,0,1,12,42,1,1,7,0,0,1,1,2,0,1,3,0,0,0,103,
750,00.13.23,1388,1,980,0.705543557,0.513318934,966,14,1,26,81,5,23,76,2,0,1,5,1,0,1,18,2,1,10,713,
152,00.02.60,1524,11,1083,0.705537459,0.25276873,1077,6,1,171,69,2,36,180,4,0,2,3,4,3,2,143,0,2,67,388,
2055,00.50.44,763,4,541,0.705345502,0.629726206,537,4,0,8,9,2,6,10,2,0,1,0,1,0,0,9,0,0,6,483,
2280,00.57.14,224,10,165,0.705128205,0.448717949,165,0,0,8,24,0,3,11,0,0,3,0,1,0,0,8,0,0,2,105,
1330,00.27.36,553,3,392,0.705035971,0.462230216,390,2,1,14,14,1,21,31,2,2,3,1,0,1,0,34,0,0,8,257,
